ccaa,anio,estado,motor,filas,pct,n_conc,conceptos,nota
cym,2023,VERDE_PRAGM,cym-jcyl-datosabiertos+cym-transform,107,53.3,13,dependencia|direccion|discapacidad|diversidad|educacion|empleo|idi|igualdad|salud_mental|sanidad|soberania|turismo|vivienda,
cym,2024,VERDE_PRAGM,cym-jcyl-datosabiertos+cym-transform,104,52.9,13,dependencia|direccion|discapacidad|diversidad|educacion|empleo|idi|igualdad|salud_mental|sanidad|soberania|turismo|vivienda,
cym,2025,VERDE_PRAGM,cym-jcyl-datosabiertos+cym-transform,103,52.4,13,dependencia|direccion|discapacidad|diversidad|educacion|empleo|idi|igualdad|salud_mental|sanidad|soberania|turismo|vivienda,
cym,2026,VERDE_PRAGM,cym-jcyl-datosabiertos+cym-transform,103,52.4,13,dependencia|direccion|discapacidad|diversidad|educacion|empleo|idi|igualdad|salud_mental|sanidad|soberania|turismo|vivienda,
ext,2015,VERDE_PRAGM,ext-doe-resumen-programa+ext-transform,78,48.7,11,dependencia|direccion|diversidad|educacion|empleo|idi|igualdad|sanidad|soberania|turismo|vivienda,"FIX 2026-07-02: +252A/252B (infancia/inclusion, ~175M) a diversidad; 252/253 social ahora completo."
ext,2016,VERDE_PRAGM,ext-doe-resumen-programa+ext-transform,77,49.4,11,dependencia|direccion|diversidad|educacion|empleo|idi|igualdad|sanidad|soberania|turismo|vivienda,"FIX 2026-07-02: +252A/252B (infancia/inclusion, ~175M) a diversidad; 252/253 social ahora completo."
ext,2017,VERDE_PRAGM,ext-doe-resumen-programa+ext-transform,77,49.4,11,dependencia|direccion|diversidad|educacion|empleo|idi|igualdad|sanidad|soberania|turismo|vivienda,"FIX 2026-07-02: +252A/252B (infancia/inclusion, ~175M) a diversidad; 252/253 social ahora completo."
ext,2018,VERDE_PRAGM,ext-doe-resumen-programa+ext-transform,77,49.4,11,dependencia|direccion|diversidad|educacion|empleo|idi|igualdad|sanidad|soberania|turismo|vivienda,"FIX 2026-07-02: +252A/252B (infancia/inclusion, ~175M) a diversidad; 252/253 social ahora completo."
ext,2019,VERDE_PRAGM,ext-doe-resumen-programa+ext-transform,77,49.4,11,dependencia|direccion|diversidad|educacion|empleo|idi|igualdad|sanidad|soberania|turismo|vivienda,"FIX 2026-07-02: +252A/252B (infancia/inclusion, ~175M) a diversidad; 252/253 social ahora completo."
ext,2020,VERDE_PRAGM,ext-doe-resumen-programa+ext-transform,80,47.5,11,dependencia|direccion|diversidad|educacion|empleo|idi|igualdad|sanidad|soberania|turismo|vivienda,"FIX 2026-07-02: +252A/252B (infancia/inclusion, ~175M) a diversidad; 252/253 social ahora completo."
ext,2021,VERDE_PRAGM,ext-doe-resumen-programa+ext-transform,80,47.5,11,dependencia|direccion|diversidad|educacion|empleo|idi|igualdad|sanidad|soberania|turismo|vivienda,"FIX 2026-07-02: +252A/252B (infancia/inclusion, ~175M) a diversidad; 252/253 social ahora completo."
ext,2022,VERDE_PRAGM,ext-doe-resumen-programa+ext-transform,79,49.4,11,dependencia|direccion|diversidad|educacion|empleo|idi|igualdad|sanidad|soberania|turismo|vivienda,"FIX 2026-07-02: +252A/252B (infancia/inclusion, ~175M) a diversidad; 252/253 social ahora completo."
ext,2023,VERDE_PRAGM,ext-doe-resumen-programa+ext-transform,81,48.1,11,dependencia|direccion|diversidad|educacion|empleo|idi|igualdad|sanidad|soberania|turismo|vivienda,"FIX 2026-07-02: +252A/252B (infancia/inclusion, ~175M) a diversidad; 252/253 social ahora completo."
ext,2024,VERDE_PRAGM,ext-doe-resumen-programa+ext-transform,79,46.8,11,dependencia|direccion|diversidad|educacion|empleo|idi|igualdad|sanidad|soberania|turismo|vivienda,"FIX 2026-07-02: +252A/252B (infancia/inclusion, ~175M) a diversidad; 252/253 social ahora completo."
ext,2025,VERDE_PRAGM,ext-doe-resumen-programa+ext-transform,79,46.8,11,dependencia|direccion|diversidad|educacion|empleo|idi|igualdad|sanidad|soberania|turismo|vivienda,"FIX 2026-07-02: +252A/252B (infancia/inclusion, ~175M) a diversidad; 252/253 social ahora completo."
ext,2026,VERDE_PRAGM,ext-doe-resumen-programa+ext-transform,79,46.8,11,dependencia|direccion|diversidad|educacion|empleo|idi|igualdad|sanidad|soberania|turismo|vivienda,"FIX 2026-07-02: +252A/252B (infancia/inclusion, ~175M) a diversidad; 252/253 social ahora completo."
gal,2015,VERDE_PRAGM,gal-progr-consellerias-ruleC+gal-transform,107,48.6,11,dependencia|direccion|diversidad|educacion|empleo|idi|igualdad|sanidad|soberania|turismo|vivienda,
gal,2016,VERDE_PRAGM,gal-progr-consellerias-ruleC+gal-transform,108,49.1,11,dependencia|direccion|diversidad|educacion|empleo|idi|igualdad|sanidad|soberania|turismo|vivienda,
gal,2017,VERDE_PRAGM,gal-progr-consellerias-ruleC+gal-transform,108,49.1,11,dependencia|direccion|diversidad|educacion|empleo|idi|igualdad|sanidad|soberania|turismo|vivienda,
gal,2018,VERDE_PRAGM,gal-progr-consellerias-ruleC+gal-transform,108,49.1,11,dependencia|direccion|diversidad|educacion|empleo|idi|igualdad|sanidad|soberania|turismo|vivienda,
gal,2019,VERDE_PRAGM,gal-progr-consellerias-ruleC+gal-transform,107,48.6,11,dependencia|direccion|diversidad|educacion|empleo|idi|igualdad|sanidad|soberania|turismo|vivienda,
gal,2020,VERDE_PRAGM,gal-progr-consellerias-ruleC+gal-transform,107,48.6,11,dependencia|direccion|diversidad|educacion|empleo|idi|igualdad|sanidad|soberania|turismo|vivienda,
gal,2021,VERDE_PRAGM,gal-progr-consellerias-ruleC+gal-transform,107,48.6,11,dependencia|direccion|diversidad|educacion|empleo|idi|igualdad|sanidad|soberania|turismo|vivienda,
gal,2022,VERDE_PRAGM,gal-progr-consellerias-ruleC+gal-transform,107,48.6,11,dependencia|direccion|diversidad|educacion|empleo|idi|igualdad|sanidad|soberania|turismo|vivienda,Migrado a PDF-programa regla C 2026-07-22 (recupera vivienda/idi/turismo/igualdad; homogeneo 2015-2021)
gal,2023,VERDE_PRAGM,gal-progr-consellerias-ruleC+gal-transform,107,48.6,11,dependencia|direccion|diversidad|educacion|empleo|idi|igualdad|sanidad|soberania|turismo|vivienda,Migrado a PDF-programa regla C 2026-07-22 (recupera vivienda/idi/turismo/igualdad; homogeneo 2015-2021)
gal,2024,VERDE_PRAGM,gal-progr-consellerias-ruleC+gal-transform,107,48.6,11,dependencia|direccion|diversidad|educacion|empleo|idi|igualdad|sanidad|soberania|turismo|vivienda,Migrado a PDF-programa regla C 2026-07-22 (recupera vivienda/idi/turismo/igualdad; homogeneo 2015-2021)
gal,2025,VERDE_PRAGM,gal-progr-consellerias-ruleC+gal-transform,108,48.1,11,dependencia|direccion|diversidad|educacion|empleo|idi|igualdad|sanidad|soberania|turismo|vivienda,Migrado a PDF-programa regla C 2026-07-22 (recupera vivienda/idi/turismo/igualdad; homogeneo 2015-2021)
gal,2026,VERDE_PRAGM,gal-progr-consellerias-ruleC+gal-transform,108,48.1,11,dependencia|direccion|diversidad|educacion|empleo|idi|igualdad|sanidad|soberania|turismo|vivienda,Migrado a PDF-programa regla C 2026-07-22 (recupera vivienda/idi/turismo/igualdad; homogeneo 2015-2021)
lar,2015,VERDE_PRAGM,lar-resumen-programas-invertido+lar-transform,69,75.4,9,dependencia|direccion|educacion|empleo|idi|sanidad|soberania|turismo|vivienda,FIX 2026-07-02 correspondencias_legacy.yml (esquema funcional antiguo 4.1=sanidad); antes 403M sanidad->soberania
lar,2016,VERDE_PRAGM,lar-resumen-programas-pdfplumber+lar-transform,70,77.1,9,dependencia|direccion|educacion|empleo|idi|sanidad|soberania|turismo|vivienda,FIX 2026-07-02 correspondencias_legacy.yml (esquema funcional antiguo 4.1=sanidad); antes 403M sanidad->soberania
lar,2017,VERDE_PRAGM,lar-resumen-programas-pdfplumber+lar-transform,74,50.0,12,dependencia|direccion|discapacidad|diversidad|educacion|empleo|idi|igualdad|sanidad|soberania|turismo|vivienda,
lar,2018,VERDE_PRAGM,lar-detalle-organico-programas+lar-transform,53,56.6,9,dependencia|direccion|educacion|empleo|idi|sanidad|soberania|turismo|vivienda,
lar,2019,VERDE_PRAGM,lar-pdfplumber-funcional-economico+lar-transform,73,46.6,12,dependencia|direccion|discapacidad|diversidad|educacion|empleo|idi|igualdad|sanidad|soberania|turismo|vivienda,
lar,2020,VERDE_PRAGM,lar-informe-resumen-funcional+lar-transform,76,40.8,11,dependencia|direccion|discapacidad|diversidad|educacion|empleo|idi|igualdad|sanidad|soberania|vivienda,
lar,2021,VERDE_PRAGM,lar-pdfplumber-funcional-economico+lar-transform,81,44.4,12,dependencia|direccion|discapacidad|diversidad|educacion|empleo|idi|igualdad|sanidad|soberania|turismo|vivienda,
lar,2022,VERDE_PRAGM,lar-pdfplumber-funcional-economico+lar-transform,64,48.4,12,dependencia|direccion|discapacidad|diversidad|educacion|empleo|idi|igualdad|sanidad|soberania|turismo|vivienda,
lar,2023,VERDE_PRAGM,lar-pdfplumber-funcional-economico+lar-transform,62,48.4,12,dependencia|direccion|discapacidad|diversidad|educacion|empleo|idi|igualdad|sanidad|soberania|turismo|vivienda,
lar,2024,VERDE_PRAGM,lar-pdfplumber-funcional-economico+lar-transform,76,46.1,13,dependencia|direccion|discapacidad|diversidad|educacion|empleo|idi|igualdad|salud_mental|sanidad|soberania|turismo|vivienda,
lar,2025,VERDE_PRAGM,lar-pdfplumber-funcional-economico+lar-transform,58,58.6,13,dependencia|direccion|discapacidad|diversidad|educacion|empleo|idi|igualdad|salud_mental|sanidad|soberania|turismo|vivienda,
lar,2026,VERDE_PRAGM,lar-pdfplumber-funcional-economico+lar-transform,60,51.7,13,dependencia|direccion|discapacidad|diversidad|educacion|empleo|idi|igualdad|salud_mental|sanidad|soberania|turismo|vivienda,
mad,2015,REVISAR,mad-libro-03-centros+mad-transform,82,30.5,9,dependencia|diversidad|educacion|empleo|idi|igualdad|sanidad|turismo|vivienda,"FIX 2026-07-02 regex 4-5 dig (excluye agregados 2-dig = doble conteo) + keywords sociales (del mayor/servicios sociales/bienestar); total 33->21B, dependencia recuperada"
mad,2016,VERDE_PRAGM,mad-libro-03-centros+mad-transform,73,35.6,10,dependencia|discapacidad|educacion|empleo|idi|igualdad|sanidad|soberania|turismo|vivienda,"FIX 2026-07-02 regex 4-5 dig (excluye agregados 2-dig = doble conteo) + keywords sociales (del mayor/servicios sociales/bienestar); total 33->21B, dependencia recuperada"
mad,2017,VERDE_PRAGM,mad-libro-03-centros+mad-transform,73,35.6,10,dependencia|discapacidad|educacion|empleo|idi|igualdad|sanidad|soberania|turismo|vivienda,"FIX 2026-07-02 regex 4-5 dig (excluye agregados 2-dig = doble conteo) + keywords sociales (del mayor/servicios sociales/bienestar); total 33->21B, dependencia recuperada"
mad,2018,VERDE_PRAGM,mad-libro-03-centros+mad-transform,76,35.5,10,dependencia|discapacidad|educacion|empleo|idi|igualdad|sanidad|soberania|turismo|vivienda,"FIX 2026-07-02 regex 4-5 dig (excluye agregados 2-dig = doble conteo) + keywords sociales (del mayor/servicios sociales/bienestar); total 33->21B, dependencia recuperada"
mad,2019,VERDE_PRAGM,mad-libro-03-centros+mad-transform,80,35.0,10,dependencia|discapacidad|educacion|empleo|idi|igualdad|sanidad|soberania|turismo|vivienda,"FIX 2026-07-02 regex 4-5 dig (excluye agregados 2-dig = doble conteo) + keywords sociales (del mayor/servicios sociales/bienestar); total 33->21B, dependencia recuperada"
mad,2020,VERDE_PRAGM,mad-libro-03-centros+mad-transform,80,35.0,10,dependencia|discapacidad|educacion|empleo|idi|igualdad|sanidad|soberania|turismo|vivienda,"FIX 2026-07-02 regex 4-5 dig (excluye agregados 2-dig = doble conteo) + keywords sociales (del mayor/servicios sociales/bienestar); total 33->21B, dependencia recuperada"
mad,2021,VERDE_PRAGM,mad-libro-03-centros+mad-transform,80,35.0,10,dependencia|discapacidad|educacion|empleo|idi|igualdad|sanidad|soberania|turismo|vivienda,"FIX 2026-07-02 regex 4-5 dig (excluye agregados 2-dig = doble conteo) + keywords sociales (del mayor/servicios sociales/bienestar); total 33->21B, dependencia recuperada"
mad,2022,REVISAR,mad-libro-03-centros+mad-transform,89,33.7,10,dependencia|discapacidad|educacion|empleo|idi|igualdad|sanidad|soberania|turismo|vivienda,"FIX 2026-07-02 regex 4-5 dig (excluye agregados 2-dig = doble conteo) + keywords sociales (del mayor/servicios sociales/bienestar); total 33->21B, dependencia recuperada"
mad,2023,REVISAR,mad-libro-03-centros+mad-transform,89,33.7,10,dependencia|discapacidad|educacion|empleo|idi|igualdad|sanidad|soberania|turismo|vivienda,"FIX 2026-07-02 regex 4-5 dig (excluye agregados 2-dig = doble conteo) + keywords sociales (del mayor/servicios sociales/bienestar); total 33->21B, dependencia recuperada"
mad,2024,VERDE_PRAGM,mad-libro-03-centros+mad-transform,87,37.9,10,dependencia|discapacidad|educacion|empleo|idi|igualdad|sanidad|soberania|turismo|vivienda,"FIX 2026-07-02 regex 4-5 dig (excluye agregados 2-dig = doble conteo) + keywords sociales (del mayor/servicios sociales/bienestar); total 33->21B, dependencia recuperada"
mad,2025,VERDE_PRAGM,mad-libro-03-centros+mad-transform,88,38.6,10,dependencia|discapacidad|educacion|empleo|idi|igualdad|sanidad|soberania|turismo|vivienda,"FIX 2026-07-02 regex 4-5 dig (excluye agregados 2-dig = doble conteo) + keywords sociales (del mayor/servicios sociales/bienestar); total 33->21B, dependencia recuperada"
mad,2026,VERDE_PRAGM,mad-libro-03-centros+mad-transform,88,38.6,10,dependencia|discapacidad|educacion|empleo|idi|igualdad|sanidad|soberania|turismo|vivienda,"FIX 2026-07-02 regex 4-5 dig (excluye agregados 2-dig = doble conteo) + keywords sociales (del mayor/servicios sociales/bienestar); total 33->21B, dependencia recuperada"
mur,2015,VERDE_PRAGM,mur-pdf-programas,150,48.7,11,dependencia|discapacidad|educacion|empleo|idi|igualdad|salud_mental|sanidad|soberania|turismo|vivienda,
mur,2016,VERDE_PRAGM,mur-html,145,50.3,12,dependencia|discapacidad|diversidad|educacion|empleo|idi|igualdad|salud_mental|sanidad|soberania|turismo|vivienda,
mur,2017,VERDE_PRAGM,mur-html,149,50.3,12,dependencia|discapacidad|diversidad|educacion|empleo|idi|igualdad|salud_mental|sanidad|soberania|turismo|vivienda,
mur,2018,VERDE_PRAGM,mur-html,147,49.7,12,dependencia|discapacidad|diversidad|educacion|empleo|idi|igualdad|salud_mental|sanidad|soberania|turismo|vivienda,
mur,2019,VERDE_PRAGM,mur-html,149,49.7,12,dependencia|discapacidad|diversidad|educacion|empleo|idi|igualdad|salud_mental|sanidad|soberania|turismo|vivienda,
mur,2020,VERDE_PRAGM,mur-html,154,49.4,13,dependencia|direccion|discapacidad|diversidad|educacion|empleo|idi|igualdad|salud_mental|sanidad|soberania|turismo|vivienda,
mur,2021,VERDE_PRAGM,mur-html,154,48.7,13,dependencia|direccion|discapacidad|diversidad|educacion|empleo|idi|igualdad|salud_mental|sanidad|soberania|turismo|vivienda,
mur,2022,VERDE_PRAGM,mur-html,154,48.7,13,dependencia|direccion|discapacidad|diversidad|educacion|empleo|idi|igualdad|salud_mental|sanidad|soberania|turismo|vivienda,
mur,2023,VERDE_PRAGM,mur-html,155,48.4,13,dependencia|direccion|discapacidad|diversidad|educacion|empleo|idi|igualdad|salud_mental|sanidad|soberania|turismo|vivienda,
mur,2024,VERDE_PRAGM,mur-html,160,46.9,13,dependencia|direccion|discapacidad|diversidad|educacion|empleo|idi|igualdad|salud_mental|sanidad|soberania|turismo|vivienda,
mur,2025,VERDE_PRAGM,mur-html,149,50.3,13,dependencia|direccion|discapacidad|diversidad|educacion|empleo|idi|igualdad|salud_mental|sanidad|soberania|turismo|vivienda,
mur,2026,VERDE_PRAGM,mur-html,149,50.3,13,dependencia|direccion|discapacidad|diversidad|educacion|empleo|idi|igualdad|salud_mental|sanidad|soberania|turismo|vivienda,
nav,2015,VERDE_PRAGM,nav-breakdowns-functional+nav-transform,167,39.5,13,dependencia|direccion|discapacidad|diversidad|educacion|empleo|idi|igualdad|salud_mental|sanidad|soberania|turismo|vivienda,
nav,2016,VERDE_PRAGM,nav-breakdowns-functional+nav-transform,168,39.9,13,dependencia|direccion|discapacidad|diversidad|educacion|empleo|idi|igualdad|salud_mental|sanidad|soberania|turismo|vivienda,
nav,2017,VERDE_PRAGM,nav-breakdowns-functional+nav-transform,173,39.3,13,dependencia|direccion|discapacidad|diversidad|educacion|empleo|idi|igualdad|salud_mental|sanidad|soberania|turismo|vivienda,
nav,2018,VERDE_PRAGM,nav-breakdowns-functional+nav-transform,172,40.1,13,dependencia|direccion|discapacidad|diversidad|educacion|empleo|idi|igualdad|salud_mental|sanidad|soberania|turismo|vivienda,
nav,2019,VERDE_PRAGM,nav-breakdowns-functional+nav-transform,167,40.1,12,dependencia|direccion|diversidad|educacion|empleo|idi|igualdad|salud_mental|sanidad|soberania|turismo|vivienda,
nav,2020,VERDE_PRAGM,nav-breakdowns-functional+nav-transform,170,40.0,12,dependencia|direccion|diversidad|educacion|empleo|idi|igualdad|salud_mental|sanidad|soberania|turismo|vivienda,
nav,2021,VERDE_PRAGM,nav-breakdowns-functional+nav-transform,170,40.6,12,dependencia|direccion|diversidad|educacion|empleo|idi|igualdad|salud_mental|sanidad|soberania|turismo|vivienda,
nav,2022,VERDE_PRAGM,nav-breakdowns-functional+nav-transform,170,39.4,12,dependencia|direccion|diversidad|educacion|empleo|idi|igualdad|salud_mental|sanidad|soberania|turismo|vivienda,
nav,2023,VERDE_PRAGM,nav-breakdowns-functional+nav-transform,169,40.2,12,dependencia|direccion|diversidad|educacion|empleo|idi|igualdad|salud_mental|sanidad|soberania|turismo|vivienda,
nav,2024,VERDE_PRAGM,nav-breakdowns-functional+nav-transform,167,41.3,12,dependencia|direccion|diversidad|educacion|empleo|idi|igualdad|salud_mental|sanidad|soberania|turismo|vivienda,
nav,2025,VERDE_PRAGM,nav-breakdowns-functional+nav-transform,168,41.1,12,dependencia|direccion|diversidad|educacion|empleo|idi|igualdad|salud_mental|sanidad|soberania|turismo|vivienda,
nav,2026,VERDE_PRAGM,nav-breakdowns-functional+nav-transform,167,41.3,12,dependencia|direccion|diversidad|educacion|empleo|idi|igualdad|salud_mental|sanidad|soberania|turismo|vivienda,
pvc,2015,REVISAR,pvc-gastosc-funcional+pvc-transform,105,30.5,11,direccion|diversidad|educacion|empleo|idi|igualdad|salud_mental|sanidad|soberania|turismo|vivienda,"FIX 2026-07-02 zero-pad deuda 0111 (fuera de direccion) + empleo 321*/3231, igualdad 3221/3223, diversidad 3122, salud_mental 4116"
pvc,2016,REVISAR,pvc-gastosc-funcional+pvc-transform,106,30.2,11,direccion|diversidad|educacion|empleo|idi|igualdad|salud_mental|sanidad|soberania|turismo|vivienda,"FIX 2026-07-02 zero-pad deuda 0111 (fuera de direccion) + empleo 321*/3231, igualdad 3221/3223, diversidad 3122, salud_mental 4116"
pvc,2017,REVISAR,pvc-gastosc-funcional+pvc-transform,108,31.5,11,direccion|diversidad|educacion|empleo|idi|igualdad|salud_mental|sanidad|soberania|turismo|vivienda,"FIX 2026-07-02 zero-pad deuda 0111 (fuera de direccion) + empleo 321*/3231, igualdad 3221/3223, diversidad 3122, salud_mental 4116"
pvc,2018,REVISAR,pvc-gastosc-funcional+pvc-transform,109,31.2,11,direccion|diversidad|educacion|empleo|idi|igualdad|salud_mental|sanidad|soberania|turismo|vivienda,"FIX 2026-07-02 zero-pad deuda 0111 (fuera de direccion) + empleo 321*/3231, igualdad 3221/3223, diversidad 3122, salud_mental 4116"
pvc,2019,REVISAR,pvc-gastosc-funcional+pvc-transform,110,30.9,11,direccion|diversidad|educacion|empleo|idi|igualdad|salud_mental|sanidad|soberania|turismo|vivienda,"FIX 2026-07-02 zero-pad deuda 0111 (fuera de direccion) + empleo 321*/3231, igualdad 3221/3223, diversidad 3122, salud_mental 4116"
pvc,2020,REVISAR,pvc-gastosc-funcional+pvc-transform,110,30.9,11,direccion|diversidad|educacion|empleo|idi|igualdad|salud_mental|sanidad|soberania|turismo|vivienda,"FIX 2026-07-02 zero-pad deuda 0111 (fuera de direccion) + empleo 321*/3231, igualdad 3221/3223, diversidad 3122, salud_mental 4116"
pvc,2021,REVISAR,pvc-gastosc-funcional+pvc-transform,112,31.2,11,direccion|diversidad|educacion|empleo|idi|igualdad|salud_mental|sanidad|soberania|turismo|vivienda,"FIX 2026-07-02 zero-pad deuda 0111 (fuera de direccion) + empleo 321*/3231, igualdad 3221/3223, diversidad 3122, salud_mental 4116"
pvc,2022,REVISAR,pvc-csv-tidy+pvc-transform,113,31.0,11,direccion|diversidad|educacion|empleo|idi|igualdad|salud_mental|sanidad|soberania|turismo|vivienda,"FIX 2026-07-02 zero-pad deuda 0111 (fuera de direccion) + empleo 321*/3231, igualdad 3221/3223, diversidad 3122, salud_mental 4116"
pvc,2023,REVISAR,pvc-csv-tidy+pvc-transform,113,31.0,11,direccion|diversidad|educacion|empleo|idi|igualdad|salud_mental|sanidad|soberania|turismo|vivienda,"FIX 2026-07-02 zero-pad deuda 0111 (fuera de direccion) + empleo 321*/3231, igualdad 3221/3223, diversidad 3122, salud_mental 4116"
pvc,2024,REVISAR,pvc-csv-tidy+pvc-transform,114,30.7,11,direccion|diversidad|educacion|empleo|idi|igualdad|salud_mental|sanidad|soberania|turismo|vivienda,"FIX 2026-07-02 zero-pad deuda 0111 (fuera de direccion) + empleo 321*/3231, igualdad 3221/3223, diversidad 3122, salud_mental 4116"
pvc,2025,REVISAR,pvc-csv-tidy+pvc-transform,119,31.1,11,direccion|diversidad|educacion|empleo|idi|igualdad|salud_mental|sanidad|soberania|turismo|vivienda,"FIX 2026-07-02 zero-pad deuda 0111 (fuera de direccion) + empleo 321*/3231, igualdad 3221/3223, diversidad 3122, salud_mental 4116"
pvc,2026,REVISAR,pvc-csv-tidy+pvc-transform,119,31.1,11,direccion|diversidad|educacion|empleo|idi|igualdad|salud_mental|sanidad|soberania|turismo|vivienda,"FIX 2026-07-02 zero-pad deuda 0111 (fuera de direccion) + empleo 321*/3231, igualdad 3221/3223, diversidad 3122, salud_mental 4116"
val,2015,VERDE_PRAGM,val-rpc-secciones+val-transform,122,41.0,9,dependencia|educacion|empleo|idi|salud_mental|sanidad|soberania|turismo|vivienda,FIX 2026-07-20: seam 311.20/311.30 -> dependencia (equivalen a 313I00/313J00 tras el recodeo 2024); retirado comodin 311* de direccion
val,2016,VERDE_PRAGM,val-rpc-secciones+val-transform,129,43.4,11,dependencia|discapacidad|educacion|empleo|idi|igualdad|salud_mental|sanidad|soberania|turismo|vivienda,FIX 2026-07-20: seam 311.20/311.30 -> dependencia (equivalen a 313I00/313J00 tras el recodeo 2024); retirado comodin 311* de direccion
val,2017,VERDE_PRAGM,val-rpc-secciones+val-transform,128,42.2,11,dependencia|discapacidad|educacion|empleo|idi|igualdad|salud_mental|sanidad|soberania|turismo|vivienda,FIX 2026-07-20: seam 311.20/311.30 -> dependencia (equivalen a 313I00/313J00 tras el recodeo 2024); retirado comodin 311* de direccion
val,2018,VERDE_PRAGM,val-rpc-secciones+val-transform,128,42.2,11,dependencia|discapacidad|educacion|empleo|idi|igualdad|salud_mental|sanidad|soberania|turismo|vivienda,FIX 2026-07-20: seam 311.20/311.30 -> dependencia (equivalen a 313I00/313J00 tras el recodeo 2024); retirado comodin 311* de direccion
val,2019,VERDE_PRAGM,val-rpc-secciones+val-transform,131,41.2,11,dependencia|discapacidad|educacion|empleo|idi|igualdad|salud_mental|sanidad|soberania|turismo|vivienda,FIX 2026-07-20: seam 311.20/311.30 -> dependencia (equivalen a 313I00/313J00 tras el recodeo 2024); retirado comodin 311* de direccion
val,2020,VERDE_PRAGM,val-rpc-secciones+val-transform,153,43.8,11,dependencia|discapacidad|educacion|empleo|idi|igualdad|salud_mental|sanidad|soberania|turismo|vivienda,FIX 2026-07-20: seam 311.20/311.30 -> dependencia (equivalen a 313I00/313J00 tras el recodeo 2024); retirado comodin 311* de direccion
val,2021,VERDE_PRAGM,val-rpc-secciones+val-transform,154,43.5,11,dependencia|discapacidad|educacion|empleo|idi|igualdad|salud_mental|sanidad|soberania|turismo|vivienda,FIX 2026-07-20: seam 311.20/311.30 -> dependencia (equivalen a 313I00/313J00 tras el recodeo 2024); retirado comodin 311* de direccion
val,2022,VERDE_PRAGM,val-rpc-secciones+val-transform,169,45.6,11,dependencia|discapacidad|educacion|empleo|idi|igualdad|salud_mental|sanidad|soberania|turismo|vivienda,FIX 2026-07-20: seam 311.20/311.30 -> dependencia (equivalen a 313I00/313J00 tras el recodeo 2024); retirado comodin 311* de direccion
val,2023,VERDE_PRAGM,val-rpc-secciones+val-transform,174,44.8,11,dependencia|discapacidad|educacion|empleo|idi|igualdad|salud_mental|sanidad|soberania|turismo|vivienda,FIX 2026-07-20: seam 311.20/311.30 -> dependencia (equivalen a 313I00/313J00 tras el recodeo 2024); retirado comodin 311* de direccion
val,2024,VERDE_PRAGM,val-rpc-secciones+val-transform,173,45.7,13,dependencia|direccion|discapacidad|diversidad|educacion|empleo|idi|igualdad|salud_mental|sanidad|soberania|turismo|vivienda,FIX 2026-07-20: seam 311.20/311.30 -> dependencia (equivalen a 313I00/313J00 tras el recodeo 2024); retirado comodin 311* de direccion
val,2025,VERDE_PRAGM,val-rpc-secciones+val-transform,174,42.5,13,dependencia|direccion|discapacidad|diversidad|educacion|empleo|idi|igualdad|salud_mental|sanidad|soberania|turismo|vivienda,FIX 2026-07-20: seam 311.20/311.30 -> dependencia (equivalen a 313I00/313J00 tras el recodeo 2024); retirado comodin 311* de direccion
val,2026,VERDE_PRAGM,val-rpc-secciones+val-transform,176,42.0,13,dependencia|direccion|discapacidad|diversidad|educacion|empleo|idi|igualdad|salud_mental|sanidad|soberania|turismo|vivienda,FIX 2026-07-20: seam 311.20/311.30 -> dependencia (equivalen a 313I00/313J00 tras el recodeo 2024); retirado comodin 311* de direccion
